Longitude,Latitude,Depth(km),Magnitude,DateTime
-17.8233,28.5744,14.7,1.9,2021-12-22T14:37:12Z
-17.8359,28.5669,11.7,2.2,2021-12-22T18:29:35Z
-17.8494,28.564,8.9,1.5,2021-12-22T18:43:36Z
-17.8825,28.6113,4,1.9,2021-12-22T18:58:54Z
-17.9007,28.6168,35.1,2,2021-12-22T20:00:09Z
-17.8003,28.5948,37.9,2.5,2021-12-22T20:33:23Z
-17.8914,28.5704,11.1,1.4,2021-12-22T21:31:35Z
-17.8495,28.5767,8.9,1.5,2021-12-22T21:45:49Z
-17.8614,28.6146,5.1,1.3,2021-12-22T22:12:40Z
-17.8483,28.5655,11.4,1.8,2021-12-22T22:21:52Z
-17.9028,28.5982,3.7,1.4,2021-12-22T22:50:21Z
-17.8859,28.6032,5.9,1.4,2021-12-22T22:51:47Z
-17.8992,28.6057,6.9,1.1,2021-12-22T22:53:12Z
-17.844,28.5703,9.7,1.5,2021-12-22T23:00:47Z
-17.8851,28.6266,0.3,1.3,2021-12-22T23:54:00Z
-17.8417,28.5612,11.2,1.9,2021-12-21T04:48:33Z
-17.8836,28.5938,38.2,2.1,2021-12-21T05:37:04Z
-17.868,28.5698,7.7,1.9,2021-12-21T07:04:36Z
-17.8268,28.5635,8.7,2.4,2021-12-21T13:01:59Z
-17.8397,28.5549,13,3,2021-12-21T14:15:41Z
-17.8467,28.5871,13.5,2,2021-12-21T14:57:50Z
-17.8508,28.5718,13.8,1.8,2021-12-21T15:22:27Z
-17.8439,28.5619,14.6,2.2,2021-12-21T15:25:18Z
-17.8373,28.5592,12.9,2.7,2021-12-21T16:28:40Z
-17.8614,28.5687,12.3,2,2021-12-21T16:36:09Z
-17.8381,28.5774,13,2,2021-12-21T16:41:35Z
-17.8567,28.5602,13.8,2.1,2021-12-21T17:30:32Z
-17.8422,28.555,13.9,2.2,2021-12-21T17:32:02Z
-17.8909,28.6117,5,1.9,2021-12-21T18:21:24Z
-17.8889,28.6226,1,1.4,2021-12-21T22:25:26Z
-17.8242,28.5666,13.1,2,2021-12-21T22:59:09Z
-17.8903,28.5598,35.6,2.3,2021-12-20T00:53:00Z
-17.8536,28.5496,11.3,1.7,2021-12-20T01:04:12Z
-17.8429,28.5545,12.2,1.8,2021-12-20T03:13:52Z
-17.8534,28.5473,11.6,1.7,2021-12-20T03:59:23Z
-17.8214,28.5395,11.1,1.7,2021-12-20T05:57:35Z
-17.8603,28.5551,13.7,2,2021-12-20T06:02:27Z
-17.8404,28.5606,9.7,2,2021-12-20T19:00:14Z
-17.8306,28.6051,11.9,2.1,2021-12-20T19:16:00Z
-17.8503,28.5558,12.2,1.9,2021-12-20T21:11:45Z
-17.8502,28.5599,10.9,1.9,2021-12-20T22:15:40Z
-17.9025,28.583,5.8,1.7,2021-12-20T23:12:03Z
-17.8359,28.561,13.5,2.3,2021-12-20T23:57:13Z
-17.8808,28.6243,1.1,1.6,2021-12-19T00:40:18Z
-17.8202,28.5877,40,3.2,2021-12-19T03:21:40Z
-17.847,28.5674,35.6,2.5,2021-12-19T04:55:42Z
-17.9076,28.6196,2.1,1.6,2021-12-19T05:31:55Z
-17.8473,28.5814,15.1,1.9,2021-12-19T08:21:06Z
-17.8788,28.6197,2.3,2.3,2021-12-19T08:41:22Z
-17.8317,28.5755,11.1,1.7,2021-12-19T08:58:15Z
-17.8356,28.5552,11.4,2.2,2021-12-19T10:41:58Z
-17.81,28.5655,9,1.7,2021-12-19T11:19:58Z
-17.8254,28.5627,10.5,2,2021-12-19T13:01:58Z
-17.888,28.6067,3.8,1.6,2021-12-19T13:05:37Z
-17.8153,28.619,33.9,2.4,2021-12-19T15:32:48Z
-17.8607,28.545,11.4,1.8,2021-12-19T15:43:13Z
-17.836,28.5539,10.8,1.8,2021-12-19T15:57:55Z
-17.9143,28.6225,12.5,1.8,2021-12-19T16:10:09Z
-17.8426,28.5542,13.9,2,2021-12-19T16:35:33Z
-17.8454,28.5915,8,1.4,2021-12-19T16:48:31Z
-17.8501,28.6137,4,1.5,2021-12-19T16:54:14Z
-17.8602,28.6106,3,0.8,2021-12-19T17:18:38Z
-17.8793,28.6182,1.6,1.3,2021-12-19T18:06:27Z
-17.8457,28.563,13,1.7,2021-12-19T18:21:50Z
-17.8667,28.5698,12.8,1.9,2021-12-19T18:38:07Z
-17.8301,28.5425,35,2,2021-12-19T18:59:11Z
-17.8859,28.618,4,1.4,2021-12-19T19:04:34Z
-17.8044,28.6287,37.4,2.5,2021-12-19T19:56:28Z
-17.8449,28.5628,10.4,2.1,2021-12-19T20:10:38Z
-17.9255,28.5731,33.7,2.2,2021-12-19T20:13:15Z
-17.8594,28.5788,16,1.9,2021-12-19T20:16:36Z
-17.8418,28.5574,10.7,1.9,2021-12-19T21:19:58Z
-17.8719,28.5976,34.3,2.3,2021-12-19T21:36:45Z
-17.9036,28.5773,35,2.1,2021-12-19T21:57:14Z
-17.9094,28.5692,36,2.1,2021-12-19T22:02:02Z
-17.8474,28.538,36,2,2021-12-19T22:16:01Z
-17.8584,28.5429,39,2,2021-12-19T22:27:27Z
-17.8659,28.5484,11.7,1.7,2021-12-19T22:51:11Z
-17.902,28.6029,36.1,2.3,2021-12-19T23:04:42Z
-17.8374,28.5577,11.7,2,2021-12-19T23:54:31Z
-17.8465,28.5556,13.1,1.7,2021-12-19T23:59:21Z
-17.8374,28.549,10,2.6,2021-12-18T01:17:05Z
-17.8381,28.5528,11.4,1,2021-12-18T02:16:04Z
-17.8241,28.5939,3.7,0.9,2021-12-18T03:26:38Z
-17.8108,28.6322,38,2,2021-12-18T03:37:03Z
-17.8195,28.5569,10.1,1.9,2021-12-18T03:43:14Z
-17.8714,28.5922,36.9,1.7,2021-12-18T03:52:53Z
-17.8547,28.5641,10.9,1.1,2021-12-18T04:06:14Z
-17.8416,28.6282,12.7,1.6,2021-12-18T04:07:57Z
-17.8894,28.5791,15.5,1.5,2021-12-18T04:20:22Z
-17.8272,28.5634,15.6,1.5,2021-12-18T04:21:42Z
-17.8457,28.5561,13,1.9,2021-12-18T04:23:11Z
-17.8356,28.616,11.6,1.5,2021-12-18T05:06:57Z
-17.9165,28.6116,10.7,1.6,2021-12-18T05:14:59Z
-17.8359,28.5588,8.8,1.9,2021-12-18T06:26:25Z
-17.8492,28.5653,10.3,1.5,2021-12-18T06:32:18Z
-17.8809,28.5947,7.3,1.2,2021-12-18T06:33:28Z
-17.8412,28.5539,8.7,2,2021-12-18T06:41:28Z
-17.8278,28.6032,33.2,2.1,2021-12-18T06:43:39Z
-17.8551,28.5683,9.5,1.4,2021-12-18T07:37:58Z
-17.8612,28.614,34.4,2.4,2021-12-18T20:36:39Z
-17.8994,28.5825,35.9,2.3,2021-12-18T20:38:39Z
-17.844,28.5578,10.6,2.3,2021-12-18T21:03:42Z
-17.8352,28.5438,12.8,1.2,2021-12-17T00:11:44Z
-17.832,28.6454,38.7,1.8,2021-12-17T00:15:45Z
-17.8532,28.5486,13.2,1.6,2021-12-17T00:33:56Z
-17.8043,28.5868,36,2.3,2021-12-17T00:46:15Z
-17.8536,28.6292,40.7,1.9,2021-12-17T01:12:10Z
-17.8407,28.5504,10.8,1.6,2021-12-17T01:17:57Z
-17.8362,28.5779,13,1.2,2021-12-17T01:49:43Z
-17.8204,28.5617,10.7,1.8,2021-12-17T03:23:27Z
-17.8631,28.5576,10.1,1.3,2021-12-17T03:25:12Z
-17.8409,28.548,16.4,1.4,2021-12-17T03:27:49Z
-17.8357,28.5888,36.2,2,2021-12-17T03:32:27Z
-17.8249,28.5843,38.3,2.4,2021-12-17T03:49:27Z
-17.8385,28.5525,11.5,1.1,2021-12-17T04:17:49Z
-17.8404,28.5929,38,2.4,2021-12-17T04:25:38Z
-17.8448,28.5548,11.7,1.1,2021-12-17T04:36:06Z
-17.8688,28.5615,14.1,1.1,2021-12-17T04:38:07Z
-17.887,28.631,0.1,1.7,2021-12-17T04:48:50Z
-17.8383,28.5693,11.9,1.4,2021-12-17T05:29:32Z
-17.8419,28.5913,38.2,1.9,2021-12-17T05:43:20Z
-17.8301,28.6566,39.5,2.1,2021-12-17T05:50:53Z
-17.8632,28.6068,34.3,1.9,2021-12-17T05:51:50Z
-17.8682,28.5572,12.7,1.6,2021-12-17T06:19:48Z
-17.8501,28.5655,10.5,1.5,2021-12-17T07:07:47Z
-17.8462,28.559,10.7,1.6,2021-12-17T07:53:18Z
-17.8559,28.5692,10.8,1.8,2021-12-17T07:57:12Z
-17.9069,28.58,7.6,1.6,2021-12-17T08:02:38Z
-17.9042,28.5989,8.7,1.6,2021-12-17T08:06:43Z
-17.8245,28.6096,11.4,1.5,2021-12-17T08:25:23Z
-17.8657,28.6081,4,1.9,2021-12-17T09:14:36Z
-17.824,28.5935,34.5,2.5,2021-12-17T11:20:01Z
-17.8451,28.5915,33.8,2.4,2021-12-17T11:24:05Z
-17.8481,28.5973,33.5,2.8,2021-12-17T11:31:52Z
-17.8038,28.6177,32.7,2.5,2021-12-17T12:19:54Z
-17.824,28.6041,34.4,2.6,2021-12-17T13:12:34Z
-17.846,28.5595,14.3,2.8,2021-12-17T14:54:59Z
-17.8708,28.6238,2,1.5,2021-12-17T15:06:30Z
-17.8552,28.5704,12.3,1.9,2021-12-17T15:45:09Z
-17.8149,28.5963,36.1,2.4,2021-12-17T15:49:42Z
-17.8379,28.583,34.5,2.4,2021-12-17T16:25:04Z
-17.8217,28.5611,14.6,1.9,2021-12-17T16:32:05Z
-17.8546,28.5952,36.4,2.7,2021-12-17T16:36:12Z
-17.8216,28.594,38.2,2.2,2021-12-17T18:16:24Z
-17.8213,28.5955,32.5,2.2,2021-12-17T19:19:49Z
-17.8348,28.5579,14.4,1.7,2021-12-17T20:00:21Z
-17.8366,28.5582,13.1,1.8,2021-12-17T21:02:25Z
-17.8864,28.5762,32.5,1.7,2021-12-17T21:17:48Z
-17.896,28.6067,3.9,1.1,2021-12-17T21:23:43Z
-17.8236,28.5882,33.3,1.8,2021-12-17T21:47:48Z
-17.8411,28.5908,33.1,2.7,2021-12-17T22:13:00Z
-17.8438,28.5764,13.2,1.5,2021-12-17T22:35:22Z
-17.8538,28.5621,12.8,1.3,2021-12-17T23:40:07Z
-17.9121,28.6457,39.5,2.2,2021-12-16T00:35:19Z
-17.9646,28.6015,0.1,1.7,2021-12-16T00:47:46Z
-17.868,28.5643,10.8,1.7,2021-12-16T01:06:51Z
-17.8958,28.6217,1.7,1.3,2021-12-16T01:07:57Z
-17.8869,28.5934,37.8,1.4,2021-12-16T02:00:13Z
-17.8425,28.5538,11.3,1.3,2021-12-16T02:07:05Z
-17.8709,28.625,3.1,1.2,2021-12-16T02:13:11Z
-17.855,28.5509,9.3,0.8,2021-12-16T02:16:34Z
-17.8713,28.544,9.2,0.9,2021-12-16T02:23:56Z
-17.817,28.5627,13,1.5,2021-12-16T02:51:15Z
-17.8335,28.5695,14.1,1.2,2021-12-16T03:15:52Z
-17.8369,28.5553,10.8,1.4,2021-12-16T03:32:22Z
-17.8724,28.5674,8.7,1.2,2021-12-16T03:49:26Z
-17.8483,28.6043,37.7,2,2021-12-16T04:11:24Z
-17.8269,28.5987,38.9,2.2,2021-12-16T04:11:35Z
-17.8299,28.5579,14.5,1.3,2021-12-16T04:14:44Z
-17.8204,28.5827,13.8,1.6,2021-12-16T04:26:38Z
-17.8388,28.5701,13.9,1.6,2021-12-16T04:35:03Z
-17.8224,28.5668,15.6,1.1,2021-12-16T04:40:09Z
-17.8159,28.572,12.1,1.4,2021-12-16T05:11:26Z
-17.8311,28.5788,11.4,1.4,2021-12-16T05:22:02Z
-17.8469,28.5536,14.5,1.3,2021-12-16T05:25:29Z
-17.8743,28.553,12.8,1.6,2021-12-16T05:32:06Z
-17.8374,28.556,9.6,1.6,2021-12-16T05:40:00Z
-17.8298,28.5579,11.3,1.5,2021-12-16T05:49:31Z
-17.8243,28.5702,35,2.5,2021-12-16T06:05:40Z
-17.8847,28.6091,35.1,2.1,2021-12-16T06:27:12Z
-17.8432,28.5711,36.1,3.1,2021-12-16T06:42:39Z
-17.8636,28.5916,36.7,2.2,2021-12-16T07:01:49Z
-17.8225,28.5943,35.2,2.4,2021-12-16T07:14:37Z
-17.8366,28.5834,35.6,2.1,2021-12-16T07:25:12Z
-17.8716,28.5879,35.8,2.2,2021-12-16T07:35:30Z
-17.8466,28.5973,33.5,2.1,2021-12-16T07:43:31Z
-17.8555,28.614,37.7,2,2021-12-16T07:50:09Z
-17.8209,28.5677,35.1,2.4,2021-12-16T08:06:30Z
-17.8308,28.5717,35,2.5,2021-12-16T08:40:35Z
-17.8139,28.6173,35.2,2.1,2021-12-16T08:48:28Z
-17.8047,28.6184,35.4,2,2021-12-16T08:50:35Z
-17.8376,28.5783,36.1,2.6,2021-12-16T09:08:49Z
-17.8245,28.6111,37.4,2.3,2021-12-16T09:26:53Z
-17.8294,28.6572,36,2.5,2021-12-16T09:38:04Z
-17.8053,28.5852,34.6,2.4,2021-12-16T10:02:00Z
-17.8325,28.6117,35.8,1.8,2021-12-16T10:13:24Z
-17.8001,28.5886,35.4,1.9,2021-12-16T10:25:41Z
-17.846,28.5714,35.3,2,2021-12-16T10:28:55Z
-17.8352,28.596800000000002,38.7,2.6,2021-12-16T10:41:37Z
-17.8356,28.5593,10.2,2.2,2021-12-16T10:42:59Z
-17.8289,28.6482,36.2,2.8,2021-12-16T10:50:27Z
-17.8525,28.6248,37.4,2.4,2021-12-16T11:00:34Z
-17.8325,28.587,37.3,2.9,2021-12-16T11:11:08Z
-17.8201,28.5848,32.3,2.7,2021-12-16T11:20:45Z
-17.8169,28.5842,34.4,2.5,2021-12-16T11:48:39Z
-17.8344,28.5534,10,1.9,2021-12-16T12:02:12Z
-17.8229,28.6482,29.6,1.7,2021-12-16T12:31:51Z
-17.8301,28.5887,35.2,2.8,2021-12-16T12:47:39Z
-17.8284,28.5731,34.2,2.6,2021-12-16T13:01:36Z
-17.8658,28.5852,36.8,2.8,2021-12-16T13:20:06Z
-17.847,28.58,37.3,3.2,2021-12-16T13:24:56Z
-17.8407,28.5681,36.8,3.3,2021-12-16T13:35:16Z
-17.8126,28.5978,33.8,2.5,2021-12-16T13:57:32Z
-17.8151,28.5543,35.1,2,2021-12-16T14:06:28Z
-17.8414,28.5634,10.1,1.6,2021-12-16T14:18:11Z
-17.7915,28.5946,34.9,2.3,2021-12-16T14:40:31Z
-17.8287,28.5615,13.4,2.3,2021-12-16T14:50:44Z
-17.8256,28.5901,35.7,2.7,2021-12-16T15:13:46Z
-17.8173,28.5576,14.1,2.3,2021-12-16T15:20:35Z
-17.808,28.5956,36.4,3.4,2021-12-16T15:32:20Z
-17.8254,28.5566,15.4,2,2021-12-16T15:42:19Z
-17.8253,28.557,13.9,2.5,2021-12-16T15:43:38Z
-17.8418,28.5634,10.6,2,2021-12-16T16:04:09Z
-17.8291,28.5622,15.5,1.8,2021-12-16T16:06:44Z
-17.8439,28.556,11.1,2,2021-12-16T16:21:20Z
-17.8339,28.599,35.7,2.6,2021-12-16T16:30:07Z
-17.8359,28.5764,35.7,3.4,2021-12-16T16:47:09Z
-17.832,28.5847,34.7,2.6,2021-12-16T16:51:21Z
-17.8252,28.5903,36.7,2.7,2021-12-16T17:23:50Z
-17.8118,28.5913,32.4,2,2021-12-16T17:58:33Z
-17.8485,28.5413,11.2,1.4,2021-12-16T18:05:15Z
-17.8599,28.5505,13.9,1.6,2021-12-16T18:09:07Z
-17.8134,28.5776,35,2.4,2021-12-16T18:29:58Z
-17.8362,28.5699,12.4,1.5,2021-12-16T18:37:07Z
-17.8417,28.5796,37.1,2.4,2021-12-16T18:43:11Z
-17.8301,28.5776,35.2,3.3,2021-12-16T18:45:29Z
-17.8676,28.5664,9.8,1.7,2021-12-16T18:47:48Z
-17.8292,28.5603,13,1.8,2021-12-16T18:57:57Z
-17.8308,28.5591,9.3,1.6,2021-12-16T19:03:15Z
-17.8952,28.5909,8,1.2,2021-12-16T19:20:51Z
-17.7813,28.6269,11.8,1.5,2021-12-16T19:21:51Z
-17.8274,28.5432,12.8,1.3,2021-12-16T19:24:01Z
-17.8337,28.5536,10.7,1.3,2021-12-16T19:34:06Z
-17.8365,28.5582,10.7,1.6,2021-12-16T19:48:30Z
-17.9069,28.6095,0.6,1.4,2021-12-16T20:02:37Z
-17.8326,28.5473,11.3,1.3,2021-12-16T20:17:02Z
-17.8373,28.5552,13.2,1.5,2021-12-16T20:19:36Z
-17.8321,28.5859,35.1,2.2,2021-12-16T20:23:48Z
-17.8405,28.5484,11.3,1.4,2021-12-16T20:30:03Z
-17.8917,28.6213,2.5,1.2,2021-12-16T21:17:55Z
-17.8002,28.5895,38.6,2.3,2021-12-16T21:41:37Z
-17.8353,28.5891,38,2.4,2021-12-16T22:12:11Z
-17.8447,28.5945,33.2,1.8,2021-12-16T22:15:11Z
-17.8227,28.5739,36.3,3.5,2021-12-16T22:29:06Z
-17.8219,28.5655,10.4,1.5,2021-12-16T23:04:23Z
-17.8174,28.5834,35,1.9,2021-12-16T23:06:07Z
-17.8393,28.5642,9.9,1.5,2021-12-16T23:23:47Z
-17.8499,28.5579,10.7,1.3,2021-12-16T23:48:47Z
-17.8119,28.5467,15,2,2021-12-16T23:50:58Z
-17.8601,28.5661,11.5,1.7,2021-12-15T00:39:16Z
-17.8672,28.6242,3.1,1.5,2021-12-15T01:39:59Z
-17.8284,28.547,13.2,1.5,2021-12-15T01:53:20Z
-17.8181,28.5767,11.6,2.1,2021-12-15T01:59:20Z
-17.8368,28.575,13.1,1.5,2021-12-15T02:12:14Z
-17.8046,28.5929,35.6,2.4,2021-12-15T02:14:09Z
-17.831,28.6235,39,2.5,2021-12-15T02:24:52Z
-17.8858,28.6162,2.3,1.2,2021-12-15T02:29:11Z
-17.8409,28.5642,12.4,1.8,2021-12-15T03:06:09Z
-17.856,28.5224,11.8,1.5,2021-12-15T03:19:38Z
-17.7977,28.5886,8.8,1.3,2021-12-15T03:41:07Z
-17.892,28.6239,2,1,2021-12-15T04:42:36Z
-17.8876,28.6164,0.7,2,2021-12-15T06:14:18Z
-17.8182,28.554,11,1.6,2021-12-15T07:19:50Z
-17.8649,28.5812,40,2.6,2021-12-15T12:23:38Z
-17.8261,28.5704,12,2,2021-12-15T13:15:12Z
-17.8095,28.5602,15,2.1,2021-12-15T14:39:47Z
-17.8426,28.5522,14.3,2.4,2021-12-15T14:46:33Z
-17.8327,28.5622,14.9,2,2021-12-15T14:50:30Z
-17.8525,28.5636,12.3,2.1,2021-12-15T15:04:04Z
-17.8117,28.5591,15.1,2.1,2021-12-15T15:06:18Z
-17.8486,28.5584,14.1,3.4,2021-12-15T15:09:59Z
-17.851,28.5556,13.8,2.3,2021-12-15T15:12:05Z
-17.8439,28.5566,14.4,2.8,2021-12-15T15:19:39Z
-17.8445,28.5567,14.1,2.5,2021-12-15T15:21:44Z
-17.8467,28.5532,14.8,2.5,2021-12-15T15:35:00Z
-17.8567,28.5527,14.3,2.4,2021-12-15T15:50:59Z
-17.8925,28.6218,2.2,1.3,2021-12-15T20:08:17Z
-17.8326,28.552,15.2,2.1,2021-12-15T21:25:57Z
-17.8498,28.5563,14.6,2.4,2021-12-15T21:38:02Z
-17.8338,28.5585,9.5,1.6,2021-12-15T22:02:06Z
-17.8501,28.5535,14,2.5,2021-12-15T22:18:31Z
-17.8821,28.6261,0.9,1.7,2021-12-15T22:20:48Z
-17.9042,28.6254,2,1.5,2021-12-15T22:23:23Z
-17.833,28.5659,12,1.6,2021-12-15T22:31:35Z
-17.8451,28.5564,15,1.6,2021-12-15T22:32:09Z
-17.9137,28.5986,0,1.1,2021-12-15T22:33:10Z
-17.8355,28.5601,10.1,2.1,2021-12-15T22:39:52Z
-17.8582,28.5602,11.3,1.6,2021-12-15T22:47:15Z
-17.8745,28.596,34,1.6,2021-12-15T22:48:43Z
-17.8273,28.5595,9.6,1.4,2021-12-15T22:52:15Z
-17.9366,28.612,0,1.4,2021-12-15T22:52:38Z
-17.8296,28.5635,11,1.7,2021-12-15T22:54:13Z
-17.8552,28.5568,12.3,1.9,2021-12-15T22:58:27Z
-17.848,28.554,12.9,2,2021-12-15T23:06:41Z
-17.8336,28.5593,13,1.8,2021-12-15T23:07:48Z
-17.8678,28.5626,14.1,1.8,2021-12-15T23:24:58Z
-17.8469,28.6157,9,1.3,2021-12-15T23:28:00Z
-17.8154,28.5599,10,1.6,2021-12-14T00:08:15Z
-17.8517,28.5538,14.4,2,2021-12-14T00:24:22Z
-17.8429,28.5613,9.7,2.1,2021-12-14T00:31:34Z
-17.9191,28.6125,10,1.7,2021-12-14T00:33:06Z
-17.8381,28.5611,8.6,1.8,2021-12-14T00:40:43Z
-17.8387,28.5589,10,1.7,2021-12-14T00:42:04Z
-17.849,28.5822,10,1.7,2021-12-14T00:58:35Z
-17.8407,28.5562,9.7,1.8,2021-12-14T01:04:19Z
-17.8449,28.5533,11.3,1.2,2021-12-14T01:05:36Z
-17.838,28.5555,10.5,1.3,2021-12-14T01:08:04Z
-17.8176,28.538,10.1,1.5,2021-12-14T01:08:59Z
-17.8284,28.5644,9.7,2.4,2021-12-14T01:21:53Z
-17.8759,28.5944,8.8,1.7,2021-12-14T01:39:23Z
-17.8321,28.5555,9.7,2.1,2021-12-14T01:50:37Z
-17.8353,28.5646,8,1.9,2021-12-14T02:00:21Z
-17.8424,28.6483,9.7,1.8,2021-12-14T02:03:03Z
-17.8526,28.5407,9.5,1.4,2021-12-14T02:05:01Z
-17.8297,28.5598,10,1.5,2021-12-14T02:17:18Z
-17.8229,28.6774,14.1,2,2021-12-14T02:22:58Z
-17.8482,28.5576,9.9,1.7,2021-12-14T02:39:45Z
-17.8359,28.5694,13.7,1.6,2021-12-14T02:44:00Z
-17.8415,28.5599,9.8,2.1,2021-12-14T02:50:36Z
-17.8223,28.5664,9.1,1.9,2021-12-14T02:53:36Z
-17.9078,28.6147,3.5,1.4,2021-12-14T03:03:34Z
-17.9259,28.5506,8,1.9,2021-12-14T03:21:52Z
-17.8384,28.561,8.8,2.1,2021-12-14T03:23:51Z
-17.829,28.5563,10.6,1.7,2021-12-14T03:33:35Z
-17.8349,28.5611,9.6,2.4,2021-12-14T03:34:48Z
-17.8376,28.5599,8.4,1.3,2021-12-14T03:38:23Z
-17.9066,28.6718,12.3,1.7,2021-12-14T03:43:09Z
-17.8317,28.5646,11.3,1.6,2021-12-14T03:45:57Z
-17.8544,28.5665,14.3,1.5,2021-12-14T03:48:22Z
-17.8462,28.5616,15.4,1.6,2021-12-14T03:59:19Z
-17.8243,28.5639,10.3,1.7,2021-12-14T04:01:05Z
-17.83,28.5524,11.6,1.6,2021-12-14T04:13:33Z
-17.8715,28.5211,16.2,1.8,2021-12-14T04:19:59Z
-17.8308,28.5677,10.9,1.8,2021-12-14T04:23:57Z
-17.8264,28.5516,10.4,1.8,2021-12-14T04:35:22Z
-17.8427,28.5521,10.3,1.7,2021-12-14T04:37:16Z
-17.8423,28.5589,11.2,2.2,2021-12-14T04:49:25Z
-17.8354,28.5693,11.3,1.6,2021-12-14T04:51:06Z
-17.8347,28.5526,10.7,1.7,2021-12-14T04:58:10Z
-17.8099,28.583,11.1,1.6,2021-12-14T04:59:27Z
-17.8475,28.5605,8.8,1.9,2021-12-14T05:18:21Z
-17.8314,28.5558,10.6,1.5,2021-12-14T05:21:18Z
-17.8361,28.5576,9.2,2.1,2021-12-14T05:29:33Z
-17.8316,28.5619,11.7,2.8,2021-12-14T05:29:47Z
-17.8417,28.5623,9.7,1.7,2021-12-14T05:31:32Z
-17.8413,28.561,10.8,2.8,2021-12-14T05:34:49Z
-17.8372,28.5587,9.2,2.4,2021-12-14T05:36:21Z
-17.8273,28.5718,12.5,1.7,2021-12-14T05:37:52Z
-17.841,28.5564,10.1,1.9,2021-12-14T05:50:23Z
-17.8361,28.5557,9.3,2,2021-12-14T05:51:56Z
-17.8377,28.5613,10.3,1.8,2021-12-14T05:53:12Z
-17.8384,28.5581,11,1.5,2021-12-14T06:16:45Z
-17.8366,28.5629,11.7,1.6,2021-12-14T06:22:11Z
-17.8579,28.5461,11.6,1.6,2021-12-14T06:24:58Z
-17.841,28.5636,11.4,3.1,2021-12-14T06:39:39Z
-17.8377,28.5588,12.5,2.2,2021-12-14T06:46:10Z
-17.8168,28.559,13,2.1,2021-12-14T07:20:16Z
-17.847,28.555,11.6,1.7,2021-12-14T07:28:04Z
-17.8507,28.5432,11,1.6,2021-12-14T07:32:24Z
-17.829,28.5881,38.9,2.9,2021-12-14T08:14:00Z
-17.8476,28.5404,12.8,1.9,2021-12-14T08:26:46Z
-17.8382,28.5681,13,1.7,2021-12-14T09:27:14Z
-17.8466,28.5548,10.3,2.1,2021-12-14T09:35:09Z
-17.8435,28.5606,12.6,3.2,2021-12-14T10:15:11Z
-17.8322,28.5581,10.7,2.4,2021-12-14T10:32:01Z
-17.8359,28.5512,10.3,2.1,2021-12-14T10:52:59Z
-17.8518,28.5433,11.9,1.7,2021-12-14T11:01:38Z
-17.8321,28.5595,9.7,2.7,2021-12-14T11:15:03Z
-17.8316,28.5573,9.6,2.2,2021-12-14T11:24:07Z
-17.8366,28.5527,10,2.1,2021-12-14T11:41:49Z
-17.8435,28.5494,11.1,2.2,2021-12-14T11:51:05Z
-17.8222,28.5558,10.8,2,2021-12-14T12:05:26Z
-17.834,28.5518,14.2,3.2,2021-12-14T12:19:36Z
-17.8272,28.56,14.9,2.2,2021-12-14T12:55:06Z
-17.8446,28.5557,10,2,2021-12-14T14:31:02Z
-17.8336,28.5589,9.5,2.2,2021-12-14T14:38:37Z
-17.8436,28.5557,13.7,2.4,2021-12-14T15:25:32Z
-17.8361,28.5597,11.6,1.9,2021-12-14T16:34:03Z
-17.842,28.5539,11.1,2,2021-12-14T16:57:05Z
-17.8916,28.6031,9.5,1.9,2021-12-14T17:55:15Z
-17.8289,28.5568,10.4,2.2,2021-12-14T18:06:24Z
-17.8435,28.5531,13.6,1.8,2021-12-14T18:23:21Z
-17.8297,28.559,15.6,1.6,2021-12-14T18:50:11Z
-17.8466,28.5522,12.5,1.6,2021-12-14T18:57:26Z
-17.8173,28.5784,36.9,2.4,2021-12-14T19:17:12Z
-17.8509,28.5461,14,1.8,2021-12-14T21:39:51Z
-17.8302,28.5586,9.9,2,2021-12-14T22:03:06Z
-17.8362,28.5629,11.5,1.6,2021-12-14T22:36:50Z
-17.8281,28.5683,10.5,2.5,2021-12-13T02:02:07Z
-17.8631,28.6269,37.9,2.3,2021-12-13T03:38:47Z
-17.8259,28.5884,36.9,3,2021-12-13T06:22:09Z
-17.8516,28.5611,11.1,3.1,2021-12-13T08:29:55Z
-17.8149,28.56,13.9,2.2,2021-12-13T09:24:06Z
-17.8156,28.562,12.7,2.3,2021-12-13T09:53:22Z
-17.8431,28.5638,10.6,2.8,2021-12-13T10:14:49Z
-17.8377,28.5654,11.1,3.4,2021-12-13T10:58:27Z
-17.8483,28.5491,10.3,2.3,2021-12-13T11:03:40Z
-17.8318,28.5635,10.2,2.5,2021-12-13T11:55:02Z
-17.8396,28.5544,10.3,2.4,2021-12-13T12:26:41Z
-17.8304,28.562,9.4,2.5,2021-12-13T12:28:40Z
-17.833,28.552,10.4,2.3,2021-12-13T13:03:27Z
-17.8291,28.5568,10.5,2.2,2021-12-13T13:10:32Z
-17.839,28.5497,11,2.4,2021-12-13T13:16:15Z
-17.8392,28.5631,10.2,2.3,2021-12-13T13:18:51Z
-17.8585,28.5641,8.5,2.7,2021-12-13T14:04:02Z
-17.8461,28.5648,46.9,2.9,2021-12-13T14:05:57Z
-17.8381,28.5641,10.1,2.6,2021-12-13T14:06:24Z
-17.8459,28.5668,9,2.3,2021-12-13T14:08:19Z
